"evaluation_id","evaluator_study_id","evaluator_honesty_answer","idea_id","participant_study_id","bot_type","originality","usefulness","purchase_intent","evaluation_order","time_spent_seconds","rater_num"
822,"STUDY_297","yes",711,"STUDY_337","control",4,4,3,14,16,2
928,"STUDY_950","yes",711,"STUDY_337","control",1,4,3,3,16,3
961,"STUDY_656","yes",711,"STUDY_337","control",5,5,3,3,33,4
1292,"STUDY_534","yes",711,"STUDY_337","control",7,7,5,19,44,5
1853,"STUDY_809","yes",711,"STUDY_337","control",2,5,1,9,39,6
2016,"STUDY_102","yes",711,"STUDY_337","control",5,6,3,1,39,7
4886,"STUDY_461","yes",711,"STUDY_337","control",6,7,5,5,17,8
5865,"STUDY_702","yes",711,"STUDY_337","control",5,6,4,16,16,9
6338,"STUDY_466","yes",711,"STUDY_337","control",5,7,5,10,21,10
315,"STUDY_228","yes",892,"STUDY_998","suggestion",7,5,1,10,23,1
335,"STUDY_885","yes",892,"STUDY_998","suggestion",4,5,4,8,49,2
871,"STUDY_495","yes",892,"STUDY_998","suggestion",2,2,2,1,52,3
1358,"STUDY_253","yes",892,"STUDY_998","suggestion",5,3,1,10,44,4
2554,"STUDY_802","yes",892,"STUDY_998","suggestion",6,6,4,16,28,5
2628,"STUDY_746","yes",892,"STUDY_998","suggestion",5,6,4,4,30,6
3198,"STUDY_893","yes",892,"STUDY_998","suggestion",3,4,2,18,17,7
5126,"STUDY_345","yes",892,"STUDY_998","suggestion",7,7,5,8,35,8
5798,"STUDY_477","yes",892,"STUDY_998","suggestion",6,5,3,9,44,9
6144,"STUDY_445","yes",892,"STUDY_998","suggestion",7,7,4,12,20,10
6420,"STUDY_716","yes",892,"STUDY_998","suggestion",4,6,4,9,101,11
671,"STUDY_136","yes",739,"STUDY_814","control",1,4,2,17,15,1
1263,"STUDY_655","yes",739,"STUDY_814","control",4,5,1,5,17,2
1621,"STUDY_291","yes",739,"STUDY_814","control",1,4,2,4,18,3
1719,"STUDY_626","yes",739,"STUDY_814","control",1,6,5,4,44,4
2688,"STUDY_789","yes",739,"STUDY_814","control",4,7,4,7,34,5
2816,"STUDY_478","yes",739,"STUDY_814","control",1,5,2,14,82,6
3595,"STUDY_859","yes",739,"STUDY_814","control",1,6,1,1,44,7
4694,"STUDY_658","yes",739,"STUDY_814","control",1,6,5,20,14,8
5123,"STUDY_214","yes",739,"STUDY_814","control",3,5,2,17,16,9
5656,"STUDY_254","yes",739,"STUDY_814","control",6,7,4,20,31,10
6155,"STUDY_551","yes",739,"STUDY_814","control",2,5,1,10,38,11
6272,"STUDY_237","yes",739,"STUDY_814","control",6,6,4,19,15,12
1148,"STUDY_625","yes",730,"STUDY_650","generation",4,3,1,19,14,1
1223,"STUDY_534","yes",730,"STUDY_650","generation",4,3,2,3,94,2
1904,"STUDY_365","yes",730,"STUDY_650","generation",5,5,2,3,18,3
2091,"STUDY_102","yes",730,"STUDY_650","generation",4,4,2,20,21,4
2235,"STUDY_140","yes",730,"STUDY_650","generation",5,3,1,1,66,5
4311,"STUDY_857","yes",730,"STUDY_650","generation",4,4,2,4,22,6
5296,"STUDY_620","yes",730,"STUDY_650","generation",3,2,1,20,15,7
5556,"STUDY_254","yes",730,"STUDY_650","generation",4,3,2,12,54,8
6107,"STUDY_716","yes",730,"STUDY_650","generation",4,3,1,17,16,9
1511,"STUDY_707","yes",1258,"STUDY_191","generation",2,2,1,2,17,1
1779,"STUDY_633","yes",1258,"STUDY_191","generation",4,4,3,5,19,2
2457,"STUDY_622","yes",1258,"STUDY_191","generation",5,5,3,9,32,3
3057,"STUDY_896","yes",1258,"STUDY_191","generation",2,2,1,11,35,4
3676,"STUDY_359","yes",1258,"STUDY_191","generation",5,5,4,20,17,5
3905,"STUDY_725","yes",1258,"STUDY_191","generation",6,6,4,6,24,6
3983,"STUDY_929","yes",1258,"STUDY_191","generation",5,6,4,15,25,7
4191,"STUDY_784","yes",1258,"STUDY_191","generation",3,5,2,6,18,8
5570,"STUDY_293","yes",1258,"STUDY_191","generation",1,1,1,5,17,9
6104,"STUDY_869","yes",1258,"STUDY_191","generation",2,1,1,20,20,10
6111,"STUDY_445","yes",1258,"STUDY_191","generation",7,7,5,3,19,11
229,"STUDY_637","yes",790,"STUDY_197","generation",6,5,4,7,48,1
757,"STUDY_760","yes",790,"STUDY_197","generation",7,6,5,2,38,2
862,"STUDY_374","yes",790,"STUDY_197","generation",5,3,1,6,25,3
1191,"STUDY_948","yes",790,"STUDY_197","generation",3,5,3,14,422,4
1405,"STUDY_849","yes",790,"STUDY_197","generation",6,6,5,11,22,5
2097,"STUDY_702","yes",790,"STUDY_197","generation",5,6,4,4,24,6
2360,"STUDY_596","yes",790,"STUDY_197","generation",6,4,3,16,31,7
4426,"STUDY_512","yes",790,"STUDY_197","generation",4,3,2,12,13,8
4788,"STUDY_727","yes",790,"STUDY_197","generation",6,4,2,12,22,9
5522,"STUDY_254","yes",790,"STUDY_197","generation",5,7,4,1,20,10
606,"STUDY_372","yes",1152,"STUDY_174","generation",4,3,1,1,25,1
821,"STUDY_332","yes",1152,"STUDY_174","generation",6,5,2,14,17,2
838,"STUDY_374","yes",1152,"STUDY_174","generation",7,2,1,3,28,3
903,"STUDY_989","yes",1152,"STUDY_174","generation",7,5,3,14,27,4
985,"STUDY_907","yes",1152,"STUDY_174","generation",5,4,4,20,31,5
2520,"STUDY_802","yes",1152,"STUDY_174","generation",3,2,1,13,28,6
3849,"STUDY_343","yes",1152,"STUDY_174","generation",6,4,2,3,28,7
4122,"STUDY_823","yes",1152,"STUDY_174","generation",1,1,1,16,15,8
5048,"STUDY_510","yes",1152,"STUDY_174","generation",7,6,4,19,34,9
5357,"STUDY_757","yes",1152,"STUDY_174","generation",3,3,1,12,14,10
6027,"STUDY_773","yes",1152,"STUDY_174","generation",7,7,5,16,23,11
724,"STUDY_805","yes",726,"STUDY_523","feedback",7,4,4,13,29,1
1801,"STUDY_333","yes",726,"STUDY_523","feedback",7,2,1,4,36,2
2492,"STUDY_424","yes",726,"STUDY_523","feedback",5,5,3,13,48,3
2839,"STUDY_672","yes",726,"STUDY_523","feedback",7,5,1,2,26,4
2906,"STUDY_920","yes",726,"STUDY_523","feedback",3,2,2,12,21,5
3569,"STUDY_188","yes",726,"STUDY_523","feedback",7,7,5,9,18,6
4146,"STUDY_553","yes",726,"STUDY_523","feedback",5,5,3,20,16,7
4428,"STUDY_512","yes",726,"STUDY_523","feedback",6,5,4,14,12,8
5121,"STUDY_345","yes",726,"STUDY_523","feedback",6,6,3,7,25,9
6013,"STUDY_869","yes",726,"STUDY_523","feedback",4,2,1,2,22,10
6390,"STUDY_446","yes",726,"STUDY_523","feedback",5,4,1,6,18,11
774,"STUDY_805","yes",878,"STUDY_189","improvement",6,7,4,20,23,1
1192,"STUDY_908","yes",878,"STUDY_189","improvement",3,6,3,10,15,2
1695,"STUDY_549","yes",878,"STUDY_189","improvement",1,1,1,18,18,3
2847,"STUDY_269","yes",878,"STUDY_189","improvement",2,5,5,11,20,4
3222,"STUDY_332","yes",878,"STUDY_189","improvement",5,4,2,5,17,5
3259,"STUDY_783","yes",878,"STUDY_189","improvement",4,5,4,14,23,6
4813,"STUDY_180","yes",878,"STUDY_189","improvement",5,6,5,5,17,7
5779,"STUDY_836","yes",878,"STUDY_189","improvement",5,7,4,7,20,8
628,"STUDY_414","yes",958,"STUDY_598","improvement",5,5,3,2,26,1
2745,"STUDY_359","yes",958,"STUDY_598","improvement",4,6,3,2,36,2
3134,"STUDY_290","yes",958,"STUDY_598","improvement",6,7,4,2,18,3
4597,"STUDY_696","yes",958,"STUDY_598","improvement",5,6,3,1,25,4
5008,"STUDY_752","yes",958,"STUDY_598","improvement",4,5,1,8,16,5
5289,"STUDY_610","yes",958,"STUDY_598","improvement",3,4,1,12,18,6
5724,"STUDY_370","yes",958,"STUDY_598","improvement",2,6,4,18,19,7
5901,"STUDY_753","yes",958,"STUDY_598","improvement",5,5,1,2,16,8
6502,"STUDY_350","yes",958,"STUDY_598","improvement",5,6,3,4,63,9
457,"STUDY_172","yes",1137,"STUDY_454","vanilla",1,3,1,12,17,1
832,"STUDY_374","yes",1137,"STUDY_454","vanilla",3,5,2,2,26,2
1900,"STUDY_628","yes",1137,"STUDY_454","vanilla",5,4,3,3,59,3
3021,"STUDY_567","yes",1137,"STUDY_454","vanilla",6,6,3,9,66,4
3283,"STUDY_401","yes",1137,"STUDY_454","vanilla",3,5,3,12,53,5
3702,"STUDY_916","yes",1137,"STUDY_454","vanilla",1,2,1,12,94,6
4280,"STUDY_911","yes",1137,"STUDY_454","vanilla",1,3,2,4,18,7
4409,"STUDY_330","yes",1137,"STUDY_454","vanilla",1,5,4,5,28,8
4786,"STUDY_436","yes",1137,"STUDY_454","vanilla",1,5,2,12,16,9
6138,"STUDY_551","yes",1137,"STUDY_454","vanilla",2,2,1,6,16,10
206,"STUDY_637","yes",932,"STUDY_403","improvement",5,2,1,3,33,1
422,"STUDY_128","yes",932,"STUDY_403","improvement",2,1,1,20,208,2
568,"STUDY_323","yes",932,"STUDY_403","improvement",5,3,2,6,76,3
1203,"STUDY_908","yes",932,"STUDY_403","improvement",3,4,1,13,23,4
2264,"STUDY_294","yes",932,"STUDY_403","improvement",5,4,1,17,37,5
3093,"STUDY_812","yes",932,"STUDY_403","improvement",5,4,2,5,26,6
3233,"STUDY_783","yes",932,"STUDY_403","improvement",5,2,1,6,18,7
3995,"STUDY_409","yes",932,"STUDY_403","improvement",4,3,1,20,17,8
5471,"STUDY_254","yes",932,"STUDY_403","improvement",3,3,3,7,29,9
6174,"STUDY_777","yes",932,"STUDY_403","improvement",6,1,1,2,15,10
208,"STUDY_274","yes",855,"STUDY_407","feedback",7,6,3,5,28,1
2265,"STUDY_140","yes",855,"STUDY_407","feedback",4,6,4,4,31,2
2823,"STUDY_512","yes",855,"STUDY_407","feedback",5,5,4,14,33,3
3935,"STUDY_113","yes",855,"STUDY_407","feedback",7,7,5,16,14,4
4200,"STUDY_492","yes",855,"STUDY_407","feedback",5,5,4,13,15,5
4993,"STUDY_433","yes",855,"STUDY_407","feedback",4,6,3,17,37,6
5097,"STUDY_633","yes",855,"STUDY_407","feedback",5,5,4,11,25,7
5936,"STUDY_799","yes",855,"STUDY_407","feedback",4,4,1,17,21,8
353,"STUDY_365","yes",1281,"STUDY_707","control",1,3,1,6,19,1
550,"STUDY_666","yes",1281,"STUDY_707","control",1,5,1,12,17,2
561,"STUDY_985","yes",1281,"STUDY_707","control",1,7,2,13,22,3
2431,"STUDY_424","yes",1281,"STUDY_707","control",1,3,1,7,16,4
3254,"STUDY_332","yes",1281,"STUDY_707","control",3,3,2,15,17,5
3404,"STUDY_949","yes",1281,"STUDY_707","control",1,4,3,11,18,6
4971,"STUDY_433","yes",1281,"STUDY_707","control",1,1,5,8,24,7
5092,"STUDY_484","yes",1281,"STUDY_707","control",1,3,1,12,16,8
5708,"STUDY_153","yes",1281,"STUDY_707","control",1,2,1,11,19,9
6211,"STUDY_777","yes",1281,"STUDY_707","control",1,5,3,12,18,10
780,"STUDY_319","yes",927,"STUDY_864","improvement",2,1,1,20,15,1
1834,"STUDY_381","yes",927,"STUDY_864","improvement",4,5,2,13,16,2
2209,"STUDY_696","yes",927,"STUDY_864","improvement",3,4,2,20,15,3
3133,"STUDY_812","yes",927,"STUDY_864","improvement",5,5,3,13,30,4
4025,"STUDY_511","yes",927,"STUDY_864","improvement",4,5,3,12,15,5
4940,"STUDY_190","yes",927,"STUDY_864","improvement",5,6,3,13,18,6
5971,"STUDY_773","yes",927,"STUDY_864","improvement",7,5,3,2,31,7
6476,"STUDY_168","yes",927,"STUDY_864","improvement",3,5,1,8,19,8
6491,"STUDY_350","yes",927,"STUDY_864","improvement",3,3,1,3,31,9
1851,"STUDY_633","yes",1047,"STUDY_785","vanilla",1,2,1,17,21,1
2741,"STUDY_395","yes",1047,"STUDY_785","vanilla",4,4,2,8,21,2
3135,"STUDY_819","yes",1047,"STUDY_785","vanilla",1,3,1,15,60,3
3488,"STUDY_149","yes",1047,"STUDY_785","vanilla",2,3,1,20,15,4
3617,"STUDY_188","yes",1047,"STUDY_785","vanilla",4,5,3,17,31,5
4382,"STUDY_685","yes",1047,"STUDY_785","vanilla",5,5,4,14,17,6
4575,"STUDY_861","yes",1047,"STUDY_785","vanilla",5,5,2,8,18,7
5589,"STUDY_324","yes",1047,"STUDY_785","vanilla",5,6,4,5,28,8
6469,"STUDY_168","yes",1047,"STUDY_785","vanilla",5,5,1,5,32,9
1006,"STUDY_240","yes",672,"STUDY_909","feedback",4,5,1,5,47,1
1884,"STUDY_628","yes",672,"STUDY_909","feedback",5,6,4,1,21,2
3151,"STUDY_471","yes",672,"STUDY_909","feedback",5,7,2,1,30,3
3153,"STUDY_290","yes",672,"STUDY_909","feedback",5,5,4,7,22,4
3712,"STUDY_916","yes",672,"STUDY_909","feedback",5,6,3,15,27,5
4375,"STUDY_685","yes",672,"STUDY_909","feedback",4,5,3,7,28,6
4453,"STUDY_293","yes",672,"STUDY_909","feedback",3,3,1,9,18,7
4969,"STUDY_510","yes",672,"STUDY_909","feedback",5,5,3,5,14,8
5036,"STUDY_962","yes",672,"STUDY_909","feedback",6,6,4,7,26,9
6427,"STUDY_426","yes",672,"STUDY_909","feedback",4,6,1,7,269,10
435,"STUDY_139","yes",859,"STUDY_864","feedback",6,4,2,16,29,1
869,"STUDY_907","yes",859,"STUDY_864","feedback",3,4,1,3,57,2
1158,"STUDY_389","yes",859,"STUDY_864","feedback",2,2,1,19,16,3
2151,"STUDY_631","yes",859,"STUDY_864","feedback",5,5,2,4,29,4
4233,"STUDY_147","yes",859,"STUDY_864","feedback",4,4,2,14,17,5
4402,"STUDY_995","yes",859,"STUDY_864","feedback",5,5,3,15,30,6
5399,"STUDY_629","yes",859,"STUDY_864","feedback",6,6,4,5,19,7
6112,"STUDY_716","yes",859,"STUDY_864","feedback",1,1,1,20,25,8
6351,"STUDY_739","yes",859,"STUDY_864","feedback",6,6,1,15,39,9
6372,"STUDY_695","yes",859,"STUDY_864","feedback",7,7,3,15,17,10
964,"STUDY_374","yes",804,"STUDY_720","suggestion",3,2,1,19,71,1
1062,"STUDY_628","yes",804,"STUDY_720","suggestion",5,5,1,9,18,2
1701,"STUDY_830","yes",804,"STUDY_720","suggestion",4,1,1,3,87,3
1869,"STUDY_333","yes",804,"STUDY_720","suggestion",6,1,1,13,26,4
1988,"STUDY_620","yes",804,"STUDY_720","suggestion",5,2,1,5,17,5
2439,"STUDY_802","yes",804,"STUDY_720","suggestion",4,2,1,2,19,6
3122,"STUDY_786","yes",804,"STUDY_720","suggestion",3,1,1,20,40,7
3563,"STUDY_170","yes",804,"STUDY_720","suggestion",5,2,1,19,18,8
4809,"STUDY_436","yes",804,"STUDY_720","suggestion",6,5,4,20,19,9
6447,"STUDY_552","yes",804,"STUDY_720","suggestion",5,4,3,13,21,10
416,"STUDY_937","yes",736,"STUDY_107","improvement",5,5,2,1,30,1
1225,"STUDY_908","yes",736,"STUDY_107","improvement",3,5,2,19,18,2
2625,"STUDY_300","yes",736,"STUDY_107","improvement",1,5,1,11,21,3
2670,"STUDY_746","yes",736,"STUDY_107","improvement",5,6,3,13,16,4
4127,"STUDY_823","yes",736,"STUDY_107","improvement",4,4,1,19,38,5
4483,"STUDY_748","yes",736,"STUDY_107","improvement",3,2,1,19,25,6
4898,"STUDY_940","yes",736,"STUDY_107","improvement",7,5,4,2,20,7
5528,"STUDY_170","yes",736,"STUDY_107","improvement",5,2,1,20,17,8
5595,"STUDY_324","yes",736,"STUDY_107","improvement",3,4,2,7,15,9
6224,"STUDY_606","yes",736,"STUDY_107","improvement",4,5,3,11,17,10
1073,"STUDY_628","yes",928,"STUDY_762","improvement",3,5,2,11,15,1
1220,"STUDY_322","yes",928,"STUDY_762","improvement",4,6,4,11,20,2
1646,"STUDY_291","yes",928,"STUDY_762","improvement",6,3,1,13,15,3
2472,"STUDY_153","yes",928,"STUDY_762","improvement",3,5,2,4,17,4
2791,"STUDY_359","yes",928,"STUDY_762","improvement",5,5,2,6,67,5
3393,"STUDY_218","yes",928,"STUDY_762","improvement",4,5,4,13,17,6
4302,"STUDY_911","yes",928,"STUDY_762","improvement",6,3,1,10,20,7
4704,"STUDY_287","yes",928,"STUDY_762","improvement",2,1,1,13,24,8
5902,"STUDY_602","yes",928,"STUDY_762","improvement",2,7,5,16,18,9
6044,"STUDY_328","yes",928,"STUDY_762","improvement",6,6,4,11,17,10
6457,"STUDY_552","yes",928,"STUDY_762","improvement",4,4,3,17,19,11
502,"STUDY_868","yes",775,"STUDY_825","improvement",2,6,2,17,16,1
839,"STUDY_297","yes",775,"STUDY_825","improvement",2,3,2,17,29,2
1258,"STUDY_201","yes",775,"STUDY_825","improvement",6,6,3,6,26,3
2629,"STUDY_300","yes",775,"STUDY_825","improvement",6,7,4,12,19,4
2658,"STUDY_746","yes",775,"STUDY_825","improvement",6,7,4,10,23,5
3692,"STUDY_916","yes",775,"STUDY_825","improvement",5,2,1,8,15,6
4617,"STUDY_696","yes",775,"STUDY_825","improvement",6,6,3,15,17,7
4642,"STUDY_975","yes",775,"STUDY_825","improvement",7,5,2,12,15,8
5258,"STUDY_768","yes",775,"STUDY_825","improvement",7,4,2,14,44,9
6054,"STUDY_121","yes",775,"STUDY_825","improvement",7,7,5,12,14,10
6356,"STUDY_739","yes",775,"STUDY_825","improvement",7,7,5,17,30,11
697,"STUDY_805","yes",1333,"STUDY_960","suggestion",5,4,3,4,21,1
727,"STUDY_319","yes",1333,"STUDY_960","suggestion",1,4,1,9,19,2
1459,"STUDY_533","yes",1333,"STUDY_960","suggestion",5,1,1,18,78,3
1846,"STUDY_245","yes",1333,"STUDY_960","suggestion",4,6,1,13,18,4
4367,"STUDY_567","yes",1333,"STUDY_960","suggestion",5,6,3,18,17,5
5016,"STUDY_484","yes",1333,"STUDY_960","suggestion",2,5,5,8,64,6
5120,"STUDY_214","yes",1333,"STUDY_960","suggestion",5,5,4,16,16,7
5493,"STUDY_254","yes",1333,"STUDY_960","suggestion",6,7,4,10,25,8
5996,"STUDY_391","yes",1333,"STUDY_960","suggestion",2,6,3,13,16,9
995,"STUDY_950","yes",1251,"STUDY_605","feedback",4,5,3,19,23,1
1730,"STUDY_626","yes",1251,"STUDY_605","feedback",2,6,5,6,42,2
1911,"STUDY_873","yes",1251,"STUDY_605","feedback",4,4,3,9,18,3
3076,"STUDY_927","yes",1251,"STUDY_605","feedback",5,4,2,2,31,4
3609,"STUDY_859","yes",1251,"STUDY_605","feedback",2,2,1,2,73,5
3831,"STUDY_835","yes",1251,"STUDY_605","feedback",6,5,3,2,26,6
4396,"STUDY_995","yes",1251,"STUDY_605","feedback",4,5,3,10,23,7
5115,"STUDY_345","yes",1251,"STUDY_605","feedback",5,7,5,6,28,8
5747,"STUDY_713","yes",1251,"STUDY_605","feedback",2,5,2,9,28,9
5852,"STUDY_504","yes",1251,"STUDY_605","feedback",3,2,1,9,23,10
331,"STUDY_139","yes",830,"STUDY_744","vanilla",3,4,4,3,24,1
1539,"STUDY_658","yes",830,"STUDY_744","vanilla",5,4,3,14,20,2
1789,"STUDY_245","yes",830,"STUDY_744","vanilla",2,1,2,4,23,3
2914,"STUDY_920","yes",830,"STUDY_744","vanilla",1,5,2,15,16,4
4620,"STUDY_696","yes",830,"STUDY_744","vanilla",3,3,2,17,16,5
5506,"STUDY_929","yes",830,"STUDY_744","vanilla",1,2,1,13,18,6
5507,"STUDY_254","yes",830,"STUDY_744","vanilla",6,7,4,14,17,7
5620,"STUDY_324","yes",830,"STUDY_744","vanilla",4,5,4,14,13,8
2248,"STUDY_294","yes",938,"STUDY_645","improvement",5,7,1,14,22,1
2331,"STUDY_965","yes",938,"STUDY_645","improvement",4,5,2,20,18,2
2489,"STUDY_153","yes",938,"STUDY_645","improvement",5,5,2,6,23,3
3165,"STUDY_927","yes",938,"STUDY_645","improvement",6,7,5,18,15,4
3245,"STUDY_401","yes",938,"STUDY_645","improvement",6,5,2,8,117,5
3363,"STUDY_281","yes",938,"STUDY_645","improvement",5,6,2,12,14,6
3684,"STUDY_859","yes",938,"STUDY_645","improvement",3,2,1,20,50,7
3701,"STUDY_120","yes",938,"STUDY_645","improvement",4,2,3,6,59,8
4474,"STUDY_748","yes",938,"STUDY_645","improvement",5,2,1,10,20,9
6553,"STUDY_857","yes",938,"STUDY_645","improvement",7,7,5,17,79,10
1432,"STUDY_557","yes",978,"STUDY_658","improvement",6,6,4,19,16,1
1905,"STUDY_657","yes",978,"STUDY_658","improvement",6,7,4,5,16,2
3266,"STUDY_783","yes",978,"STUDY_658","improvement",3,3,2,16,15,3
3582,"STUDY_950","yes",978,"STUDY_658","improvement",7,7,1,12,35,4
3679,"STUDY_859","yes",978,"STUDY_658","improvement",4,2,1,15,19,5
4020,"STUDY_629","yes",978,"STUDY_658","improvement",4,5,3,3,18,6
4044,"STUDY_676","yes",978,"STUDY_658","improvement",6,5,3,2,17,7
4234,"STUDY_784","yes",978,"STUDY_658","improvement",3,5,4,16,16,8
4884,"STUDY_461","yes",978,"STUDY_658","improvement",5,6,3,4,17,9
5179,"STUDY_997","yes",978,"STUDY_658","improvement",5,5,2,8,19,10
5251,"STUDY_620","yes",978,"STUDY_658","improvement",2,5,2,5,21,11
341,"STUDY_885","yes",1174,"STUDY_211","feedback",3,3,3,9,25,1
1390,"STUDY_366","yes",1174,"STUDY_211","feedback",6,1,1,13,34,2
2030,"STUDY_102","yes",1174,"STUDY_211","feedback",4,3,2,4,24,3
2390,"STUDY_477","yes",1174,"STUDY_211","feedback",1,4,1,16,17,4
5134,"STUDY_394","yes",1174,"STUDY_211","feedback",5,3,2,1,27,5
5256,"STUDY_229","yes",1174,"STUDY_211","feedback",5,4,2,2,31,6
5312,"STUDY_242","yes",1174,"STUDY_211","feedback",6,2,1,1,20,7
5500,"STUDY_929","yes",1174,"STUDY_211","feedback",7,6,3,11,21,8
1257,"STUDY_655","yes",807,"STUDY_408","suggestion",5,5,2,2,40,1
2022,"STUDY_620","yes",807,"STUDY_408","suggestion",3,2,1,17,16,2
2070,"STUDY_431","yes",807,"STUDY_408","suggestion",5,4,2,18,30,3
2900,"STUDY_920","yes",807,"STUDY_408","suggestion",5,5,3,9,56,4
3028,"STUDY_896","yes",807,"STUDY_408","suggestion",6,6,3,5,67,5
3070,"STUDY_786","yes",807,"STUDY_408","suggestion",6,1,1,12,27,6
3278,"STUDY_401","yes",807,"STUDY_408","suggestion",6,6,3,11,20,7
3299,"STUDY_218","yes",807,"STUDY_408","suggestion",5,5,4,1,34,8
5572,"STUDY_293","yes",807,"STUDY_408","suggestion",6,2,1,6,24,9
5576,"STUDY_115","yes",807,"STUDY_408","suggestion",6,6,3,14,19,10
5606,"STUDY_185","yes",807,"STUDY_408","suggestion",5,6,4,2,118,11
1557,"STUDY_707","yes",1285,"STUDY_442","control",3,3,2,13,17,1
1578,"STUDY_122","yes",1285,"STUDY_442","control",3,6,3,17,18,2
1841,"STUDY_633","yes",1285,"STUDY_442","control",2,5,3,15,21,3
2166,"STUDY_875","yes",1285,"STUDY_442","control",4,3,1,4,33,4
3173,"STUDY_627","yes",1285,"STUDY_442","control",3,2,2,11,33,5
3581,"STUDY_977","yes",1285,"STUDY_442","control",6,3,2,13,19,6
4010,"STUDY_974","yes",1285,"STUDY_442","control",3,3,1,1,52,7
4038,"STUDY_511","yes",1285,"STUDY_442","control",6,6,5,17,15,8
4931,"STUDY_940","yes",1285,"STUDY_442","control",7,7,5,12,15,9
5376,"STUDY_515","yes",1285,"STUDY_442","control",6,7,5,7,15,10
6305,"STUDY_145","yes",1285,"STUDY_442","control",5,5,3,12,16,11
252,"STUDY_163","yes",1075,"STUDY_692","vanilla",1,5,1,19,20,1
483,"STUDY_375","yes",1075,"STUDY_692","vanilla",2,5,2,14,27,2
906,"STUDY_495","yes",1075,"STUDY_692","vanilla",3,5,4,7,16,3
1426,"STUDY_557","yes",1075,"STUDY_692","vanilla",2,2,1,17,16,4
2386,"STUDY_596","yes",1075,"STUDY_692","vanilla",6,6,4,19,27,5
2930,"STUDY_696","yes",1075,"STUDY_692","vanilla",5,3,2,4,27,6
3223,"STUDY_471","yes",1075,"STUDY_692","vanilla",5,6,4,10,45,7
4033,"STUDY_511","yes",1075,"STUDY_692","vanilla",4,4,3,15,17,8
4265,"STUDY_161","yes",1075,"STUDY_692","vanilla",1,1,1,18,26,9
4900,"STUDY_461","yes",1075,"STUDY_692","vanilla",6,5,2,8,35,10
237,"STUDY_163","yes",712,"STUDY_353","feedback",5,4,2,14,29,1
946,"STUDY_495","yes",712,"STUDY_353","feedback",3,6,4,16,18,2
1131,"STUDY_621","yes",712,"STUDY_353","feedback",6,7,5,7,18,3
3083,"STUDY_896","yes",712,"STUDY_353","feedback",6,5,3,16,17,4
3400,"STUDY_149","yes",712,"STUDY_353","feedback",6,5,2,2,18,5
4154,"STUDY_748","yes",712,"STUDY_353","feedback",5,4,4,1,18,6
5029,"STUDY_510","yes",712,"STUDY_353","feedback",6,5,3,12,247,7
5278,"STUDY_768","yes",712,"STUDY_353","feedback",6,4,2,18,38,8
320,"STUDY_128","yes",925,"STUDY_613","improvement",5,2,1,13,13,1
344,"STUDY_355","yes",925,"STUDY_613","improvement",7,7,4,16,15,2
826,"STUDY_374","yes",925,"STUDY_613","improvement",5,2,1,1,36,3
1221,"STUDY_992","yes",925,"STUDY_613","improvement",4,2,1,15,24,4
2748,"STUDY_789","yes",925,"STUDY_613","improvement",3,4,3,18,28,5
3009,"STUDY_567","yes",925,"STUDY_613","improvement",5,5,4,7,16,6
3197,"STUDY_401","yes",925,"STUDY_613","improvement",7,6,4,4,19,7
4961,"STUDY_461","yes",925,"STUDY_613","improvement",4,6,4,18,36,8
5892,"STUDY_799","yes",925,"STUDY_613","improvement",4,5,2,1,18,9
5982,"STUDY_391","yes",925,"STUDY_613","improvement",7,5,2,7,15,10
618,"STUDY_812","yes",1257,"STUDY_783","control",4,7,5,3,16,1
2023,"STUDY_620","yes",1257,"STUDY_783","control",1,1,1,18,14,2
3117,"STUDY_627","yes",1257,"STUDY_783","control",6,7,4,5,98,3
4109,"STUDY_823","yes",1257,"STUDY_783","control",5,5,3,9,17,4
4482,"STUDY_748","yes",1257,"STUDY_783","control",4,3,1,18,23,5
4571,"STUDY_861","yes",1257,"STUDY_783","control",5,5,4,5,16,6
4784,"STUDY_909","yes",1257,"STUDY_783","control",5,6,2,19,16,7
4960,"STUDY_433","yes",1257,"STUDY_783","control",4,3,1,6,18,8
5709,"STUDY_370","yes",1257,"STUDY_783","control",4,5,3,13,17,9
6081,"STUDY_716","yes",1257,"STUDY_783","control",1,1,1,7,15,10
375,"STUDY_868","yes",676,"STUDY_275","suggestion",7,6,3,4,42,1
833,"STUDY_297","yes",676,"STUDY_275","suggestion",4,2,2,16,27,2
1640,"STUDY_881","yes",676,"STUDY_275","suggestion",5,2,1,19,14,3
2807,"STUDY_893","yes",676,"STUDY_275","suggestion",5,5,4,13,1055,4
2979,"STUDY_567","yes",676,"STUDY_275","suggestion",6,4,3,1,24,5
3226,"STUDY_401","yes",676,"STUDY_275","suggestion",7,6,4,7,53,6
3341,"STUDY_218","yes",676,"STUDY_275","suggestion",5,5,4,8,24,7
4530,"STUDY_359","yes",676,"STUDY_275","suggestion",6,6,4,2,20,8
5737,"STUDY_820","yes",676,"STUDY_275","suggestion",4,1,1,8,19,9
6308,"STUDY_145","yes",676,"STUDY_275","suggestion",5,3,2,13,61,10
1089,"STUDY_621","yes",1315,"STUDY_609","generation",7,3,1,2,22,1
1430,"STUDY_557","yes",1315,"STUDY_609","generation",7,5,2,18,17,2
