"row_type","submission_id","study_id","bot_type","idea","questionnaire_completed","ac1","ac2","ai1","cse1","cse2","cse3","ee1","ee2","ee3","ee4","hm1","hm2","hm3","io1","io2","io3","io4","io5","mc1","pe1","pe2","pe3","pta1","pta2","pta3","pta4","pta5","ptt1","ptt2","ptt3","ptt4","ptt5","ptt6","tlx1","tlx2","honesty_question_answer","refined_idea","refined_idea_created_at","eval_count","eval_originality_avg","eval_usefulness_avg","eval_purchase_avg","total_study_time_seconds","ptt2_rev","Creative_Self_Efficacy","Perceived_Technology_Agency","NASA_TLX","Performance_Expectancy","Effort_Expectancy","Hedonic_Motivation","Propensity_to_Trust_Technology","Perceived_Ownership","originality_rater_1","originality_rater_2","originality_rater_3","originality_rater_4","originality_rater_5","originality_rater_6","originality_rater_7","originality_rater_8","originality_rater_9","originality_rater_10","originality_rater_11","originality_rater_12","originality_rater_13","usefulness_rater_1","usefulness_rater_2","usefulness_rater_3","usefulness_rater_4","usefulness_rater_5","usefulness_rater_6","usefulness_rater_7","usefulness_rater_8","usefulness_rater_9","usefulness_rater_10","usefulness_rater_11","usefulness_rater_12","usefulness_rater_13","purchase_intent_rater_1","purchase_intent_rater_2","purchase_intent_rater_3","purchase_intent_rater_4","purchase_intent_rater_5","purchase_intent_rater_6","purchase_intent_rater_7","purchase_intent_rater_8","purchase_intent_rater_9","purchase_intent_rater_10","purchase_intent_rater_11","purchase_intent_rater_12","purchase_intent_rater_13","originality_mean","usefulness_mean","purchase_intent_mean","rater_count","Submission.id","Time.taken","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","refined_div_allideas","refined_div_condition","idea_div_allideas","idea_div_condition","refined_div_to_initial_centroid","Idea_Quality","refined_div_allideas_logit","refined_div_condition_logit","idea_div_allideas_logit","idea_div_condition_logit"
"submission",912,"STUDY_683","generation","I backpack that has separate secure storage areas for laptop, phone, water bottle, books.","Yes",2,5,3,5,6,4,7,7,7,6,5,5,5,6,7,6,2,7,57,6,6,6,3,2,3,2,3,3,3,4,2,3,2,40,40,"no","A reversible backpack that unfolds into a personal mini-desk or study mat with integrated storage pockets—challenging the assumption that a backpack is only for transport. Students can use it to create a tidy study space anywhere, from park lawns to library floors, fusing mobility with instant workspace.","2025-11-20T09:08:40.028016",0,NA,NA,NA,186,5,5,2.6,40,6,6.75,5,3.16666666666667,5.6,2,6,5,6,2,7,4,5,2,NA,NA,NA,NA,1,5,4,6,2,7,3,4,3,NA,NA,NA,NA,1,4,2,3,1,5,2,2,1,NA,NA,NA,NA,4.33333333333333,3.88888888888889,2.33333333333333,9,"691ed97fdb456abcd6fd0cac",466,"41","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time",0.28825746200197,0.301121254604489,0.382511191070537,0.397358026497539,0.342084561506237,4.11111111111111,-0.90386219601057,-0.841964235661916,-0.478903034607411,-0.416485574022416
"submission",910,"STUDY_366","improvement","an umbrella bag
","Yes",2,5,5,7,7,7,7,7,7,7,7,7,7,5,7,7,6,7,49,7,7,7,4,4,5,5,5,5,1,5,5,5,5,100,100,"no","A smart, self-drying umbrella sleeve that uses built-in absorbent tech to instantly dry and deodorise wet umbrellas, clips onto backpacks, and syncs with a student app to track local rain forecasts and reminders for bringing your umbrella.","2025-11-20T09:07:27.486345",0,NA,NA,NA,330,7,7,4.6,100,7,7,7,5.33333333333333,6.4,2,6,5,6,5,7,5,5,7,6,5,NA,NA,3,4,4,7,4,7,6,5,2,6,6,NA,NA,1,3,3,5,3,5,4,4,1,4,4,NA,NA,5.36363636363636,4.90909090909091,3.36363636363636,11,"691ed90f2c30600ff90d04a8",621,"38","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.365495983875908,0.349050051780516,0.527500783323595,0.512639038470379,0.412984423938399,5.13636363636364,-0.551588325621354,-0.623217428033942,0.110114261218049,0.0505669261553041
"submission",913,"STUDY_346","generation","a  reusable straw with a changeable dip stick to see if drink is spiked.","Yes",2,5,2,4,4,1,7,5,7,6,4,4,4,7,7,7,3,7,25,7,7,7,4,2,5,3,3,2,4,3,1,2,2,75,75,"no","A set of drink straws, each containing a spiking sensor. The straws can snap together to form wearable bracelets when not in use, blending personal safety with fashion and utility for students on the go.","2025-11-20T09:09:31.996976",0,NA,NA,NA,225,4,3,3.4,75,7,6.25,4,2.33333333333333,6.2,7,3,7,5,5,3,6,7,6,NA,NA,NA,NA,7,1,7,6,6,3,6,7,6,NA,NA,NA,NA,5,1,2,3,2,2,4,5,3,NA,NA,NA,NA,5.44444444444444,5.44444444444444,3,9,"691ed98a347ddf7321f8ef10",538,"32","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.435635408599579,0.408492547830343,0.551761997335829,0.565823831023561,0.486540777966746,5.44444444444444,-0.258894806585074,-0.37020061073607,0.207792441757062,0.264832406107483
"submission",940,"STUDY_303","generation","Colour coded Christmas stationery, presented instead of in a basket, in an in/out tray box.","Yes",2,5,3,7,7,7,7,7,7,7,7,5,6,7,7,6,5,5,73,7,7,7,3,2,3,4,3,5,1,5,4,4,3,40,75,"no","Create a “Festive Exam Survival Kit”—a stackable advent calendar box that can also be re-used as an in-out tray, containing quirky, Christmas-themed stationery (pens shaped like candy canes, notepads that unfold into snowflakes, sticky notes scented like gingerbread) and motivational revision tips behind each door, blurring the line between holiday spirit and academic hustle. Each day has a study card to carry around, with that days revision topic broken down PLUS a Christmas cracker joke!","2025-11-20T09:39:29.278813",0,NA,NA,NA,306,7,7,3,57.5,7,7,6,4.66666666666667,6,1,1,3,5,7,6,5,5,4,6,NA,NA,NA,1,1,2,4,7,1,3,2,2,5,NA,NA,NA,1,1,1,2,5,1,1,1,2,5,NA,NA,NA,4.3,2.8,2,10,"691ed9d5d58fd4aa4841b1b3",2273,"46","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED",0.375153447989848,0.334358987907314,0.605426890977447,0.609802835179002,0.417789094283167,3.55,-0.510170965895754,-0.68853527446322,0.428129370297732,0.446483521703157
"submission",915,"STUDY_252","feedback"," it would be a multi functional cooker, ","Yes",2,5,1,7,7,7,4,4,4,4,2,2,2,7,7,7,7,7,8,2,2,2,3,3,3,4,3,1,5,1,1,1,1,60,35,"no","i am happy with my idea for the combined micro wave, air fryer and coffee machine","2025-11-20T09:27:34.707524",0,NA,NA,NA,599,3,7,3.2,47.5,2,4,2,1.33333333333333,7,2,6,3,7,1,2,7,3,NA,NA,NA,NA,NA,2,7,4,1,1,3,6,3,NA,NA,NA,NA,NA,1,5,2,1,1,1,4,2,NA,NA,NA,NA,NA,3.875,3.375,2.125,8,"691edc5e9391aee89185e124",761,"63","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Part-Time",0.649850267123587,0.710472451855281,0.571374838537049,0.584706240945546,0.605554299947226,3.625,0.618381106863797,0.897679723733224,0.287462666582402,0.342123445917281
"submission",916,"STUDY_809","feedback","My idea is a power bank, including charging cables for the bank and phone itself.","Yes",2,5,3,5,5,5,6,6,6,6,6,5,6,5,5,6,5,6,53,5,5,6,2,2,4,3,3,4,3,4,4,4,3,60,55,"no","A lightweight multi-purpose power bank for UK university students that not only charges devices when no power points are available, but also features a built-in voice recorder with audio-to-text transfer capabilities for laptops, allowing students to manually select and transfer recordings to be converted into text, so they can record lectures as a back-up while their phones are charging, particularly useful in situations where phone use is restricted.","2025-11-20T09:34:53.133218",0,NA,NA,NA,1033,5,5,2.8,57.5,5.33333333333333,6,5.66666666666667,4,5.4,6,5,6,4,5,5,6,6,1,NA,NA,NA,NA,7,6,7,5,4,4,7,5,1,NA,NA,NA,NA,4,3,5,3,2,1,5,2,1,NA,NA,NA,NA,4.88888888888889,5.11111111111111,2.88888888888889,9,"691edcc107055c7b535fa892",1186,"58","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Part-Time",0.262886382309446,0.255223549905706,0.47249699371239,0.488595291656159,0.315597879873616,5,-1.03102011030177,-1.07094427895508,-0.110123180057316,-0.0456267472082915
"submission",917,"STUDY_142","feedback","A fold and store desk.. for anywhere studying, easy to carry around anywhere with you ","Yes",2,5,3,5,6,5,7,6,7,7,5,5,5,6,4,6,5,6,57,6,7,6,2,1,3,2,3,4,1,4,3,4,4,50,55,"no","Foldable desk with secret hidden compartments and an attached small stool chair that clips within the desk, designed for UK university students who lack space to work at home and often study outdoors or while traveling. The compartments are intended for storing stationery, important paperwork, sticky pads, and notebooks, making the desk both affordable and essential for mobile study needs, especially for students reluctant to pay for premium or novelty items.","2025-11-20T09:25:18.243685",0,NA,NA,NA,430,7,5.33333333333333,2.2,52.5,6.33333333333333,6.75,5,4.33333333333333,5.4,5,3,4,6,6,3,7,5,6,2,7,NA,NA,7,3,1,7,6,2,7,5,7,4,3,NA,NA,3,3,1,4,4,1,5,3,4,2,1,NA,NA,4.90909090909091,4.72727272727273,2.81818181818182,11,"691edcba280927309ab1538e",602,"31","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.265969037057022,0.279097177231442,0.387849560554423,0.438001774703909,0.36924782799669,4.81818181818182,-1.01517131160564,-0.948944320354102,-0.456360534485527,-0.249275729848924
"submission",918,"STUDY_543","feedback","a lego storage solution with compartments and a play station that children want","Yes",2,5,4,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,23,6,6,6,2,2,4,3,2,4,4,4,4,4,2,50,50,"no","A multipurpose storage solution inspired by LEGO, featuring customizable, modular sections within each tier for organizing various small items, designed in a playful LEGO-like aesthetic and versatile enough for use in any university student living space—on desks for study supplies, bedrooms for accessories, kitchens for dining items, or bathrooms for makeup. The playful LEGO design offers a fun and individual way for students living away from home for the first time to express themselves, appealing to current trends and nostalgia. It also includes customizable LEGO figures that students can personalize to look like themselves, which can sit on top of the storage unit and double as a key ring or cable clip to complement the design.","2025-11-20T09:29:40.745993",0,NA,NA,NA,739,4,5,2.6,50,6,6,6,3.66666666666667,5.8,7,5,6,6,2,4,5,5,NA,NA,NA,NA,NA,5,4,4,2,1,5,4,6,NA,NA,NA,NA,NA,2,3,4,3,1,4,2,4,NA,NA,NA,NA,NA,5,3.875,2.875,8,"691edc77fa73179317554e15",990,"40","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED",0.324404481481879,0.337204225458639,0.531976612229137,0.551664746240043,0.449505996102403,4.4375,-0.733603414750657,-0.675778153302857,0.12808125786162,0.207399231163005
"submission",919,"STUDY_666","feedback","A magnifying pair of glasses with built in blue light filter to help strain","Yes",2,5,3,5,5,4,7,7,7,7,6,6,6,4,5,5,4,6,73,7,7,7,2,2,3,4,4,4,2,4,4,4,3,40,50,"no","A customizable glasses set for UK university students, designed for long study sessions and late nights, especially for those with eye problems or who struggle with tiredness. The set stands out by allowing users to personalize and customize their glasses for style and comfort, as well as switching between different lenses and frames for various modes (such as magnification and blue light filtering), all in one compact package. The set includes a case for the glasses and a silk bag for extra lenses, making it easy to carry and store in a backpack or on a desk.","2025-11-20T09:27:43.375179",0,NA,NA,NA,523,6,4.66666666666667,3,45,7,7,6,4.16666666666667,4.8,6,4,6,3,5,3,6,3,3,5,5,NA,NA,2,5,6,5,1,5,7,6,7,4,4,NA,NA,1,2,4,2,1,2,4,1,4,3,3,NA,NA,4.45454545454545,4.72727272727273,2.45454545454545,11,"691edccae4f83f09960ccfe9",709,"35","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other",0.313429632242558,0.299113525200016,0.58329435542468,0.58551663332316,0.426484168209913,4.59090909090909,-0.784133845828921,-0.851522742143535,0.336311872511207,0.345461746258673
"submission",920,"STUDY_142","feedback","It's a wallet which also acts as a communication device.","Yes",2,5,1,5,5,5,5,5,5,5,4,4,4,5,4,5,3,5,50,6,6,5,4,4,4,3,4,3,3,2,2,2,2,60,60,"no","A key fob for students that integrates payment capability and tracks activity steps, designed for situations like being in a gymnasium where students may have their phones or wallets locked away, or in lectures where phones must be switched off, allowing them to make payments and track activity without carrying other payment methods. The key fob could have a bespoke design, unique to each individual, perhaps created from a favourite photograph.","2025-11-20T09:32:34.764159",0,NA,NA,NA,882,5,5,3.8,60,5.66666666666667,5,4,2.66666666666667,4.4,2,7,2,5,6,7,3,4,7,4,4,NA,NA,2,7,1,6,7,7,6,3,7,4,3,NA,NA,1,5,1,2,4,5,4,2,5,2,1,NA,NA,4.63636363636364,4.81818181818182,2.90909090909091,11,"691edc69fa5149c2bb19f445",1092,"66","Male","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED",0.382462024929632,0.376536807218312,0.545729237084632,0.534748897387616,0.451938512614726,4.72727272727273,-0.479111197592703,-0.504273926150892,0.183429535613272,0.139220020584325
"submission",921,"STUDY_575","feedback","I would like to propose a self-watering plant pot.","Yes",2,5,5,7,7,7,4,7,7,7,5,2,2,7,7,7,7,7,0,3,3,3,1,2,2,3,1,5,1,5,5,5,3,5,20,"no","An electronic plant pot designed for busy and often forgetful UK university students, which keeps the soil warm and harnesses moisture from the air to keep the plant alive during long periods of neglect, such as holidays or exam seasons. Intended for use anywhere indoors, it is a smart pot that connects to the user's phone, providing information on moisture content, temperature, and notifications when watering is needed.","2025-11-20T09:27:43.143903",0,NA,NA,NA,486,7,7,1.8,12.5,3,6.25,3,5,7,5,5,5,6,6,7,6,5,6,6,5,NA,NA,5,3,5,6,5,5,5,4,5,3,6,NA,NA,3,3,3,2,3,5,1,2,2,2,2,NA,NA,5.63636363636364,4.72727272727273,2.54545454545455,11,"691edc8a49531396bc6be2bf",695,"32","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.392153192423491,0.388429325390757,0.564521576357542,0.567799840983369,0.444631361306223,5.18181818181818,-0.438270328547851,-0.453919287628437,0.259533353737281,0.272880151984927
"submission",922,"STUDY_407","feedback","I think I would design a digital wall calendar that syncs to their phone ","Yes",2,5,4,7,7,6,7,7,6,7,7,6,7,7,7,7,6,7,0,6,7,6,3,4,3,3,2,4,2,4,4,4,3,60,70,"no","A digital wall calendar that syncs to a student's phone, providing an at-a-glance reminder of their schedule as they enter or leave their room—useful because phones may be in a bag or pocket, making this a more visible, immediate organizational tool. It can be set up in individual or shared mode (for group schedules like flatmate cleaning or cooking rotations), but not both at the same time, and could be placed in a common area like a kitchen. When used in shared mode, it includes a competitive element where students can check off completed tasks, encouraging engagement through friendly competition over who completes all their jobs each week.","2025-11-20T09:30:51.357053",0,NA,NA,NA,719,6,6.66666666666667,3,65,6.33333333333333,6.75,6.66666666666667,4.16666666666667,6.8,7,4,5,7,5,4,5,4,NA,NA,NA,NA,NA,6,6,5,7,5,6,5,4,NA,NA,NA,NA,NA,3,4,4,5,4,3,4,1,NA,NA,NA,NA,NA,5.125,5.5,3.5,8,"691edd27524612086d710d48",835,"56","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.324451060726712,0.330628288668838,0.543279217862106,0.527438406068317,0.368502157155379,5.3125,-0.733390893368143,-0.705344778758369,0.173551176980335,0.109863996819941
"submission",923,"STUDY_232","feedback","kit - a small recipe book for budget meals plus multipurpose pan and cooking utensils","Yes",2,5,1,4,5,5,6,6,6,5,6,5,6,4,4,5,7,5,37,6,5,5,2,3,3,3,2,2,4,2,2,2,1,60,60,"no","A printed recipe book designed for UK university students facing tight budgets, especially during times when expenses are high or student loan payments don’t align with outgoings. The book features cheap, healthy meals using storecupboard ingredients that can be shared with friends for bonding, and is intended to be a tangible resource students can keep on their shelf, gift with personal messages, and use frequently as a reassuring, practical tool. It would have a wipe-clean cover, a few blank pages for notes, and space with each recipe for comments, favourites, jokes, or mishaps so it becomes a personalised journal.","2025-11-20T09:33:37.084011",0,NA,NA,NA,770,4,4.66666666666667,2.6,60,5.33333333333333,5.75,5.66666666666667,2.16666666666667,5,1,2,3,3,6,4,6,1,4,3,NA,NA,NA,4,5,4,4,6,4,6,4,7,5,NA,NA,NA,1,2,2,3,4,3,3,1,5,3,NA,NA,NA,3.3,4.9,2.7,10,"691edd0559aa56d4402ad285",1018,"60","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",0.383162729615755,0.381682661700094,0.498758481195097,0.524136192671695,0.475545323720959,4.1,-0.476145465372229,-0.482412283233632,-0.00496608542572355,0.0966198659958109
"submission",924,"STUDY_255","feedback","An 'old-school' vegan leather organiser journal, well-made and tailored to university life","Yes",2,5,2,7,7,7,6,7,6,6,4,4,4,7,7,7,7,7,8,5,5,5,3,2,5,2,3,4,3,2,2,3,3,75,65,"no","A tote bag and portable vegan leather organiser set for UK university students, featuring blank canvas patches for personalisation, designed to reduce screen reliance and promote creativity, proactive mindfulness, and appreciation of aesthetics as an alternative to digital organisers. The organiser is intended for daily use across lectures, tutorials, social events, societies, and weekend trips, with dedicated sections for all activities. It includes encouraging quotes and messages throughout the notes pages, as well as a calendar with large daily sections for to-do lists, reminders, and notes.","2025-11-20T09:35:33.546800",0,NA,NA,NA,901,5,7,3,70,5,6.25,4,3.16666666666667,7,2,5,4,6,4,7,6,4,5,3,1,NA,NA,1,5,5,5,4,7,5,4,6,2,4,NA,NA,1,3,3,4,2,5,2,2,4,1,2,NA,NA,4.27272727272727,4.36363636363636,2.63636363636364,11,"691edd309445cfe9960e4fb6",1114,"55","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Other",0.259526790713628,0.247447172650551,0.399025369609127,0.431254228124071,0.325674006818193,4.31818181818182,-1.0484295168104,-1.11227408122648,-0.409527723467424,-0.276735763530047
"submission",925,"STUDY_817","feedback","A traffic-light gadget to help anxious students show their mood or anxiety level to others","Yes",2,5,4,7,7,5,3,5,5,4,2,1,1,7,7,7,7,7,0,2,2,1,5,5,3,2,4,4,2,4,3,3,3,50,65,"no","A traffic-light gadget for all students to use in various university settings (lectures, study groups, libraries, social spaces) to signal to others whether they need support, want to chat, or prefer to be left alone, helping communicate mood or anxiety level while promoting inclusivity and reducing stigma.","2025-11-20T09:35:48.705037",0,NA,NA,NA,792,6,6.33333333333333,3.8,57.5,1.66666666666667,4.25,1.33333333333333,3.83333333333333,7,7,4,3,5,5,7,5,6,5,1,NA,NA,NA,7,5,3,3,5,4,5,5,6,3,NA,NA,NA,4,2,2,1,2,2,2,1,2,1,NA,NA,NA,4.8,4.6,1.9,10,"691eddad316df645a5f9016a",945,"50","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.370022413759172,0.350341050725767,0.497813973713991,0.488737513554651,0.441341195871462,4.7,-0.532120659826169,-0.617540421086507,-0.00874416085874198,-0.045057567164792
"submission",926,"STUDY_864","feedback","a portable cooking device turning various ingredients purchased on the go into a quick meal","Yes",2,5,5,4,4,4,7,7,7,7,7,6,7,7,7,7,7,7,24,6,6,6,2,2,4,4,3,5,1,5,5,5,5,75,75,"no","A modular portable cooking gadget with customizable attachments for different meal types, focused on healthy eating, allowing students to prepare affordable veggie-based meals anywhere on campus, especially during lecture breaks wherever there is space. Pre-packed ingredients can be purchased from a supermarket or through an affordable subscription service with direct university delivery. To support cleaning and convenience, universities can install sinks or hot water dispensers on campus, similar to those in many Asian airports.","2025-11-20T09:34:06.949810",0,NA,NA,NA,670,7,4,3,75,6,7,6.66666666666667,5.33333333333333,7,6,3,2,5,4,5,6,1,6,7,NA,NA,NA,4,4,2,5,4,5,6,1,6,7,NA,NA,NA,2,1,1,2,2,3,4,1,1,3,NA,NA,NA,4.5,4.4,2,10,"691edccf347ddf7321f8ef54",1056,"44","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.278876367430087,0.291741203201724,0.49080794192037,0.502762136354314,0.379608167187929,4.45,-0.950042040209046,-0.886942440228385,-0.0367723754153938,0.0110486578109691
"submission",931,"STUDY_259","generation","Some kind of hanging rack for drying laundry","Yes",2,5,2,5,5,5,7,6,6,6,5,5,5,5,6,5,2,6,57,7,7,7,2,4,5,2,4,2,4,2,2,2,1,40,35,"no","Magnetic Drying Art Tiles – A set of magnetic tiles featuring bold, student-designed graphics and retractable drying arms. These tiles stick to radiators, doors, or metal rails, maximizing vertical drying space in cramped dorms. When not drying clothes, the arms tuck away, and the tiles function as customizable wall art or notice boards, merging style, utility, and self-expression. I'd like some kind of very basic heating element to be incorporated to ensure drying is as efficient as oossible too.","2025-11-20T09:32:34.575048",0,NA,NA,NA,329,4,5,3.4,37.5,7,6.25,5,2.16666666666667,4.8,5,6,6,6,2,6,6,4,2,4,NA,NA,NA,5,7,6,2,2,5,4,6,3,4,NA,NA,NA,3,5,3,2,1,3,3,2,2,2,NA,NA,NA,4.7,4.4,2.6,10,"691edf9996c7a794278733f1",454,"28","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.49093586460038,0.468311368222611,0.597705841813776,0.608281806970653,0.557632555624684,4.55,-0.0362605140950157,-0.126924647977748,0.395915171793214,0.440095586962999
"submission",945,"STUDY_129","generation","study organiser book","Yes",2,5,3,3,5,4,7,7,6,7,6,6,6,2,4,4,5,7,75,7,7,7,3,4,4,3,4,3,2,2,4,4,4,25,50,"no","Create a “Milestone Map” wall poster kit: Students add reusable, colourful stickers or magnetic tokens to a visually engaging map every time they complete a task, assignment, or personal achievement. The map (with UK-themed landmarks) offers instant visual progress tracking and pride, encourages peer conversation, and serves as decor—helping students battling procrastination or homesickness feel motivated and connected.","2025-11-20T09:39:37.470535",0,NA,NA,NA,149,6,4,3.6,37.5,7,6.75,6,3.83333333333333,4.4,5,6,5,5,5,6,4,4,4,5,3,NA,NA,5,5,3,4,5,4,3,3,6,2,3,NA,NA,3,4,1,3,2,2,1,2,4,1,2,NA,NA,4.72727272727273,3.90909090909091,2.27272727272727,11,"691edfafb0b6ca95d3d31fd9",699,"33","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.430065474721669,0.383229820699272,0.511373133259329,0.494216737581453,0.51437965554168,4.31818181818182,-0.281584022407241,-0.475861610377831,0.0455003813077752,-0.0231340813714731
"submission",938,"STUDY_317","generation","A study watch, keeps track of study time but reminds you to move aswell","Yes",2,5,4,5,6,5,7,7,7,7,7,7,7,6,5,7,5,7,65,7,7,7,2,2,3,3,2,5,1,4,3,4,4,40,40,"no","A “Focus Fidget Band” – a wearable bracelet that combines a mechanical fidget component (like subtle clickers or sliders) with built-in, color-changing lights that visually display your concentration bursts and micro-breaks encouraging movement. It gamifies study sessions by encouraging tactile engagement and rewarding movement with unique light patterns.","2025-11-20T09:38:32.106703",0,NA,NA,NA,273,7,5.33333333333333,2.4,40,7,7,7,4.5,6,4,5,6,4,5,6,2,7,6,NA,NA,NA,NA,2,4,5,4,3,5,2,7,5,NA,NA,NA,NA,2,2,3,3,1,1,1,5,2,NA,NA,NA,NA,5,4.11111111111111,2.22222222222222,9,"691edf99493aed63779a9bdf",751,"29","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.430632044350909,0.380839808476537,0.517486522477872,0.524801142196991,0.495734504977325,4.55555555555556,-0.279272895792701,-0.485985193513609,0.0699746282020885,0.0992860496375994
"submission",950,"STUDY_584","generation"," A study diary which will incorporate a timer for assessing workload","Yes",2,5,3,5,4,4,7,7,7,6,4,5,5,5,4,4,1,6,50,6,6,7,3,4,3,3,2,4,2,3,3,4,4,75,70,"no","Introduce the “Study Capsule Vault”—a transparent, lockable tube with multiple color-coded compartments, each equipped with a mechanical timer release. Students place a desired reward (snack, phone, game controller) into a compartment aligned to their study plan. Only the compartment corresponding to a completed interval unlocks, creating a visible, escalating reward system to combat procrastination and improve self-regulation, especially for students struggling with distractions in shared accommodation.  Tubes can be purchased pre-loaded with treats as a gift to students.","2025-11-20T09:41:37.270011",0,NA,NA,NA,260,6,4.33333333333333,3,72.5,6.33333333333333,6.75,4.66666666666667,4,4,5,4,4,5,3,5,5,6,6,4,5,NA,NA,4,2,5,4,2,4,1,4,6,3,4,NA,NA,3,1,4,2,1,3,1,2,4,1,2,NA,NA,4.72727272727273,3.54545454545455,2.18181818181818,11,"691ee05c8a560b2c18ea8550",693,"74","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",0.314063767622409,0.263104153328343,0.503337923505859,0.506462110492062,0.397105943738983,4.13636363636364,-0.781188620797434,-1.02989658749772,0.0133518923767576,0.0258498813148759
"submission",939,"STUDY_224","generation","An interactive planner - broken down by day and is touchscreen in parts","Yes",2,5,4,5,7,4,7,7,6,6,5,4,5,6,6,6,7,7,57,6,7,6,2,2,4,4,3,3,3,4,3,3,4,35,25,"no","Develop a “Plug & Plan” modular desk organizer: each block is a functional item—tiny whiteboard, phone stand, pen holder, timer, or habit tracker—that magnetically snaps onto a base board. Students build a personalized, compact study station, physically arranging priorities and eliminating clutter. Add-on modules target specific needs (revision, meal planning, budgeting), making it a flexible, ever-evolving toolkit for student life.","2025-11-20T09:38:06.563627",0,NA,NA,NA,111,5,5.33333333333333,3,30,6.33333333333333,6.5,4.66666666666667,3.66666666666667,6.4,2,2,2,7,5,4,2,6,NA,NA,NA,NA,NA,3,4,6,6,6,5,6,5,NA,NA,NA,NA,NA,1,2,3,5,3,4,1,2,NA,NA,NA,NA,NA,3.75,5.125,2.625,8,"691ee0cf3048c66ad232541d",277,"38","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.23043703591707,0.187732643465524,0.495147677698922,0.500302510620292,0.324614387449014,4.4375,-1.20584511252936,-1.46481070133743,-0.0194098985618534,0.00121004262881299
"submission",948,"STUDY_887","generation","I would collate low cost easy to cook recipes into a cookbook","Yes",2,5,2,2,3,3,6,6,5,5,5,4,5,3,3,4,2,5,75,5,6,5,4,4,4,2,3,4,4,3,4,4,4,60,60,"no","Introduce “Dorm Room Chef’s Mystery Box”—a compact, reusable box containing surprise ingredient samples (non-perishable, allergy-labeled), each paired with a unique recipe trading card. The box encourages students to try new cuisines with minimal cost and waste, while fostering social swaps and cooking challenges. Bonus: rare “golden” cards unlock discounts at local supermarkets, adding real-world value.","2025-11-20T09:41:20.464454",0,NA,NA,NA,302,4,2.66666666666667,3.4,60,5.33333333333333,5.5,4.66666666666667,3.83333333333333,3.4,4,4,5,1,5,5,3,1,6,4,NA,NA,NA,4,4,4,1,6,4,3,2,5,3,NA,NA,NA,1,3,3,1,1,2,2,1,5,1,NA,NA,NA,3.8,3.6,2,10,"691ee06d7208302fec2be694",713,"55","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time",0.404710026048951,0.359304932235207,0.608610290164351,0.61936130354077,0.496277371576952,3.7,-0.385877812404345,-0.578382209047072,0.441474381290598,0.486838169538697
